sid,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class
63662,None,Q,3000,None,250.0,None,HD
63664,4.0,Q,3600,NONE,800.0,30000.0,HD
63665,4.0,Q,3600,NONE,1000.0,None,HD
63673,4.0,Q,3600,None,3800.0,3144.0,HD
63680,2.0,Q,3000 3600,NONE,None,None,HD
63681,1.0,Q,3000 3600,NONE,None,None,HD
63757,2.0,Q,3600,None,430.0,60300.0,HD
63817,1.0,Q,3600,NONE,None,None,HD
63850,None,T,3600,None,None,None,HD
63851,None,T,3600,None,None,None,HD
63857,None,Q,3600,None,None,None,HD
63859,None,T,3600,None,None,None,HD
63860,None,T,3600,None,None,None,HD
63862,None,T,3600,None,None,None,HD
63863,None,T,3600,None,None,None,HD
63864,None,T,3600,None,None,None,HD
63865,None,T,3600,None,None,None,HD
63867,None,T,3600,None,None,None,HD
63973,None,T,3600,None,None,None,HD
63974,None,T,3600,None,None,None,HD
63975,None,T,3600,None,None,None,HD
63976,2.0,T,3600,None,None,None,HD
63977,None,T,3600,None,None,None,HD
63978,None,T,3600,None,None,None,HD
63979,None,T,3600,None,None,None,HD
63980,None,T,3600,None,None,None,HD
63991,None,T,3600,None,None,None,HD
63992,1.0,T,3600,None,None,None,HD
63993,None,T,3600,None,None,None,HD
63994,None,T,3000 3600,None,None,None,HD
63995,None,T,3600,None,None,None,HD
64005,None,T,3600,None,None,None,HD
64007,None,T,3600,None,None,None,HD
64008,None,T,3600,None,None,None,HD
64009,None,T,3600,None,None,None,HD
64010,None,B,3600,None,None,None,HD
64011,None,T,3600,None,None,None,HD
64012,None,T,3600,None,None,None,HD
64013,None,T,3600,None,None,None,HD
64019,2.0,Q,3600,None,308.0,46957.0,HD
64022,None,T,3600,None,None,None,MD
64025,None,Q,3600,None,None,None,HD
64027,3.0,Q,3600,None,890.0,37507.0,HD
64056,None,Q,3600,None,None,None,HD
64057,4.0,Q,3600,None,865.0,34611.0,HD
64058,None,T,3600,None,None,None,HD
64086,None,Q,3600,None,25.0,None,LD
64203,2.0,Q,3600,None,975.0,36000.0,HD
64204,2.0,Q,3600,None,975.0,36000.0,HD
64208,6.0,Q,3600,None,None,None,HD
64209,None,T,3600,None,None,None,HD
64212,1.0,Q,3600,None,None,None,HD
64213,1.0,Q,3600,None,None,None,HD
64229,2.0,Q,3600,None,None,None,HD
64318,2.0,Q,3600,None,None,None,HD
64319,None,Q,3600,None,None,None,HD
64516,2.0,Q,3600,NONE,None,None,HD
64522,1.0,Q,3600,None,1000.0,None,HD
64694,2.0,Q,3600,None,1100.0,117330.0,HD
64707,1.0,Q,3600,None,35.0,247.0,HD
64827,1.0,Q,3600,None,None,None,HD
64833,8.0,Q,3600,None,None,None,HD
64847,1.0,Q,3600,None,116.0,36000.0,MD
64851,None,B,3600,None,None,None,HD
64938,3.0,Q,3600,NONE,1600.0,None,HD
64964,1.0,Q,3600,None,400.0,None,MD
64965,1.0,Q,3600,None,400.0,None,MD
65031,None,Q,3600,None,None,None,HD
65032,3.0,Q,3600,None,None,None,HD
65346,2.0,Q,3600,NONE,800.0,30000.0,HD
65392,2.0,Q,3600,NONE,1098.0,58289.0,HD
65395,None,T,3600,None,None,None,HD
65417,2.0,Q,3600,None,None,None,HD
65418,2.0,Q,3600,None,975.0,60000.0,HD
65436,3.0,Q,3600,None,1900.0,111648.0,HD
65437,26.0,Q,3600,None,None,None,HD
65439,None,T,3600,None,None,None,MD
65440,1.0,Q,3600,NONE,None,None,HD
65441,2.0,Q,3600,None,None,None,HD
65442,1.0,Q,3600,None,None,None,HD
65444,1.0,Q,3600,None,None,None,HD
65458,1.0,Q,3600,None,None,None,HD
65508,None,T,3000,None,None,None,MD
65521,3.0,Q,3600,NONE,3093.0,34713.0,HD
65522,3.0,Q,3600,NONE,2964.0,69426.0,HD
65523,3.0,Q,3600,NONE,2100.0,69426.0,HD
65535,3.0,Q,3600,None,None,None,HD
65537,2.0,Q,3600,None,None,None,HD
65538,1.0,Q,3000 3600,NONE,None,None,HD
65541,None,Q,3600,LANDFILL,None,None,HD
65542,None,Q,3600,LANDFILL,None,None,HD
65543,None,T,3600,None,None,None,HD
65547,2.0,Q,3600,None,500.0,None,HD
65548,4.0,Q,3600,None,None,None,HD
65552,1.0,Q,3000 3600,None,None,None,MD
65553,None,T,3600,None,None,None,MD
65555,4.0,Q,3600,NONE,4170.0,86325.0,HD
65669,2.0,Q,3600,None,1400.0,None,HD
65699,2.0,Q,3600,None,None,11000.0,HD
65700,4.0,Q,3000 3600,None,1200.0,None,HD
65748,7.0,Q,3600,NONE,None,None,HD
65752,2.0,Q,3600,NONE,1100.0,58000.0,HD
65765,1.0,B,3600,None,2000.0,None,HD
65769,1.0,Q,3600,NONE,None,None,HD
65814,1.0,Q,3000 3600,NONE,None,None,HD
65815,1.0,Q,3600,NONE,None,None,HD
65952,3.0,Q,3600,None,None,None,HD
65957,None,T,3600,None,None,None,HD
66255,None,T,3600,None,None,None,HD
66264,None,T,3600,None,None,None,HD
66265,None,T,3600,None,None,None,HD
66266,None,T,3600,None,None,None,HD
66302,None,T,3600,None,None,None,HD
66309,None,T,3600,None,None,None,HD
66310,3.0,Q,3600,NONE,2540.0,86325.0,HD
66393,None,T,3000,NONE,None,None,MD
66465,2.0,Q,3600,None,730.0,36000.0,HD
66517,1.0,Q,3600,None,None,None,LD
66625,1.0,B,3600,None,None,None,HD
66683,2.0,Q,3600,None,None,None,HD
66699,4.0,Q,3600,None,None,None,HD
66737,1.0,Q,3600,None,None,None,HD
66756,None,B,3600,NONE,None,None,HD
66757,4.0,Q,3600,None,740.0,None,HD
66761,4.0,Q,3600,NONE,None,None,HD
66833,2.0,Q,3600,None,1200.0,159000.0,HD
67023,1.0,Q,3600,NONE,1000.0,None,HD
67029,2.0,Q,3600,None,744.0,37071.0,HD
67030,2.0,Q,3600,NONE,500.0,None,HD
67031,2.0,Q,3600,NONE,1800.0,None,HD
67033,2.0,Q,3600,NONE,250.0,None,HD
67057,3.0,Q,3600,None,None,None,MD
67071,2.0,Q,3600,None,975.0,36000.0,HD
67073,2.0,Q,3600,None,None,None,HD
67118,1.0,Q,3000 3600,NONE,989.0,None,HD
67170,4.0,Q,3600,NONE,1000.0,62500.0,HD
67196,None,Q,3600,None,None,None,HD
67198,1.0,Q,3600,NONE,None,None,HD
67298,2.0,Q,3600,None,None,None,HD
67340,None,T,3600,LANDFILL,None,None,HD
67830,2.0,Q,3600,None,1463.0,36000.0,HD
67844,4.0,Q,3600,NONE,None,None,HD
67845,2.0,Q,3600,NONE,None,None,HD
67979,2.0,Q,3600,NONE,200.0,None,HD
67981,2.0,Q,3600,None,None,None,HD
67982,2.0,Q,3600,None,None,None,HD
68045,2.0,B,3600,None,None,None,HD
68219,4.0,Q,3600,None,924.0,60000.0,HD
68443,3.0,Q,3600,None,2100.0,67000.0,HD
68444,4.0,Q,3600,None,None,None,HD
68608,1.0,Q,3600,None,None,None,HD
68611,3.0,Q,3600,None,1621.0,36000.0,HD
68750,None,Q,3600,None,50.0,None,MD
68751,None,Q,3600,None,50.0,None,MD
69025,3.0,Q,3000 3600,None,989.0,66728.0,HD
69117,None,T,3600,None,None,None,MD
69127,None,T,3600,None,None,None,MD
69128,2.0,Q,3600,NONE,2000.0,None,HD
69136,2.0,T,3600,None,None,None,HD
69155,2.0,Q,3600,NONE,1000.0,None,HD
69156,2.0,Q,3600,NONE,1000.0,None,HD
69157,1.0,Q,3600,NONE,1000.0,None,HD
69158,2.0,Q,3600,NONE,1000.0,None,HD
69159,None,Q,3600,None,None,None,HD
69160,1.0,Q,3000 3600,None,200.0,None,HD
69161,None,T,3600,None,None,None,HD
69203,None,T,3600,None,None,None,HD
69204,1.0,B,3600,None,None,None,HD
69828,2.0,Q,3600,None,600.0,None,HD
69829,2.0,Q,3600,None,800.0,None,HD
69830,3.0,Q,3600,None,1600.0,None,HD
69879,None,B,3600,NONE,None,None,HD
69925,1.0,Q,3600,NONE,500.0,111213.0,HD
70086,None,T,3600,None,None,None,HD
70105,2.0,Q,3600,None,None,None,MD
70126,3.0,Q,3600,None,1000.0,37000.0,HD
70560,2.0,Q,3000 3600,None,500.0,36000.0,HD
70850,None,Q,3600,None,None,None,HD
71065,3.0,Q,3600,None,1100.0,65000.0,HD
71264,None,B,3600,None,103.0,None,HD
71421,1.0,Q,3600,NONE,None,None,MD
71423,2.0,Q,3600,None,None,24714.0,HD
71474,2.0,Q,3600,None,None,None,MD
71827,2.0,Q,3600,None,3889.0,33000.0,HD
72094,1.0,Q,3600,NONE,None,None,HD
72595,1.0,Q,3600,NONE,None,None,HD
72596,2.0,Q,3600,None,1500.0,56000.0,HD
72604,3.0,B,3600,None,95.0,11130.0,MD
73150,1.0,Q,3600,None,None,None,HD
73154,None,B,3600,None,None,None,LD
73155,None,B,3600,None,None,None,HD
73615,None,Q,3000 3600,None,404.0,None,HD
73696,2.0,Q,3600,NONE,1000.0,None,HD
73699,2.0,Q,3600,None,1400.0,None,HD
73716,None,Q,3600,None,None,None,MD
73717,None,Q,3600,None,None,None,HD
73901,2.0,Q,3600,NONE,None,None,HD
74091,4.0,Q,3600,None,464.0,None,HD
74121,None,T,3600,None,5000.0,None,HD
74122,None,T,3600,None,None,None,HD
74287,40.0,T,3600,None,None,None,HD
74863,None,Q,3600,None,None,None,HD
74864,None,Q,3600,None,None,None,HD
74865,None,Q,3600,None,None,None,HD
74866,None,Q,3600,None,None,None,HD
74867,None,Q,3600,None,None,None,HD
74868,None,Q,3600,None,None,None,HD
74869,None,Q,3600,None,None,None,HD
74870,None,Q,3600,None,None,None,HD
74871,None,Q,3600,None,None,None,HD
74872,None,Q,3600,None,None,None,HD
74873,None,Q,3600,None,None,None,HD
74874,None,Q,3600,None,None,None,HD
74875,None,Q,3600,None,None,None,HD
74876,None,Q,3600,None,None,None,HD
74877,None,Q,3600,None,None,None,HD
74878,None,Q,3600,None,None,None,HD
74879,None,Q,3600,None,None,None,HD
74880,None,Q,3600,None,None,None,HD
74881,None,Q,3600,None,None,None,HD
74882,None,Q,3600,None,None,None,HD
74883,None,Q,3600,None,None,None,HD
74903,3.0,B,3600,None,None,None,HD
75106,None,Q,3600,None,None,None,HD
75107,1.0,Q,3600,None,800.0,None,HD
75638,1.0,Q,3600,NONE,989.0,None,HD
75666,2.0,Q,3600,None,1400.0,16239.0,HD
75776,2.0,Q,3600,NONE,524.0,31968.0,HD
75801,2.0,Q,3600,None,506.0,75000.0,HD
75843,2.0,Q,3600,NONE,2000.0,None,HD
75845,2.0,Q,3600,NONE,None,None,HD
75846,3.0,Q,3600,NONE,1000.0,129501.0,HD
75900,4.0,Q,3600,None,None,None,HD
75921,3.0,Q,3600,NONE,2970.0,69426.0,HD
76192,None,Q,3600,None,None,None,MD
76974,3.0,Q,3600,None,1500.0,None,HD
77051,1.0,Q,3600,LANDFILL,None,None,HD
77158,1.0,Q,3600,NONE,None,None,HD
77205,2.0,Q,3600,None,None,None,HD
77218,None,T,3600,None,None,None,HD
77335,1.0,Q,3000 3600,NONE,None,None,HD
77563,2.0,Q,3600,None,1000.0,None,HD
77601,1.0,Q,3600,NONE,None,None,HD
77935,2.0,Q,3600,None,1200.0,None,HD
77947,1.0,Q,3000 3600,None,None,None,HD
78147,None,T,3600,None,None,None,HD
78148,2.0,Q,3600,None,720.0,225.0,HD
78255,1.0,Q,3600,NONE,None,None,HD
78289,4.0,Q,3600,None,None,None,HD
78773,3.0,Q,3600,None,2200.0,78000.0,HD
79250,None,Q,3600,NONE,None,None,HD
79252,None,Q,3600,NONE,None,None,HD
79256,None,Q,3600,None,None,None,HD
79257,None,Q,3600,None,None,None,HD
79258,None,Q,3600,None,None,None,HD
79259,2.0,Q,3600,None,None,None,HD
79264,2.0,Q,3600,None,None,None,HD
79266,1.0,Q,3600,None,None,None,HD
79267,2.0,Q,3600,None,None,None,HD
79415,3.0,Q,3600,NONE,1854.0,None,HD
79934,2.0,Q,3600,None,898.0,None,HD
79955,2.0,Q,3600,None,1359.0,54371.0,HD
79994,None,B,3600,NONE,None,None,HD
80163,None,Q,3600,None,None,None,HD
80312,1.0,Q,3600,None,None,None,HD
80512,2.0,Q,3600,None,1483.0,13900.0,HD
80513,None,B,3600,NONE,None,None,HD
80514,None,T,3600,None,None,None,HD
80515,1.0,Q,3600,None,None,None,HD
80531,None,T,3600,None,None,None,HD
80532,None,Q,3000 3600,None,824.0,None,HD
81163,None,T,3600,None,None,None,HD
81313,None,Q,3600,NONE,None,None,HD
81564,2.0,Q,3600,None,None,None,HD
81714,1.0,Q,3600,None,None,None,HD
81715,1.0,Q,3600,None,None,None,HD
81744,12.0,T,3600,None,None,None,HD
81766,2.0,Q,3600,NONE,None,None,HD
81768,2.0,Q,3600,None,1384.0,12314.0,HD
81771,None,B,3600,None,None,None,HD
81857,1.0,Q,3600,None,2400.0,None,HD
82098,None,Q,3600,None,None,None,HD
82376,None,Q,3600,None,None,None,HD
82377,None,T,3600,None,None,None,HD
82378,None,B,3600,None,None,None,HD
82379,None,Q,3600,None,None,None,HD
82380,None,Q,3600,None,None,None,HD
82381,None,Q,3600,None,None,None,HD
82690,1.0,B,3600,NONE,886.0,None,HD
82807,None,Q,3600,None,900.0,None,HD
85517,1.0,Q,3600,None,275.0,100500.0,MD
85854,3.0,Q,3600,NONE,None,None,HD
85912,3.0,B,3600,None,1730.0,33982.0,HD
86009,3.0,Q,3600,NONE,None,None,HD
86010,None,Q,3600,None,None,None,HD
86011,None,T,3600,None,None,None,HD
86108,2.0,Q,3600,None,1465.0,None,HD
86948,1.0,Q,3600,None,425.0,58819.0,HD
86992,2.0,Q,3600,None,1100.0,35000.0,HD
87005,None,Q,3600,None,None,None,HD
87011,3.0,Q,3600,NONE,None,None,HD
87706,1.0,Q,3600,None,300.0,37000.0,HD
87707,2.0,Q,3600,None,200.0,37000.0,HD
88076,None,T,3600,None,None,None,HD
88077,2.0,Q,3600,NONE,None,None,HD
88090,None,Q,3600,None,None,None,HD
88091,14.0,B,3600,None,None,None,HD
88190,1.0,Q,3600,NONE,None,None,HD
88237,None,Q,3600,None,None,None,HD
88301,None,Q,3600,None,None,None,HD
88383,1.0,Q,3600,None,None,100000.0,HD
88505,1.0,Q,3600,NONE,None,None,HD
88600,2.0,Q,3600,None,989.0,None,HD
88634,None,T,3600,NONE,None,None,HD
89323,4.0,Q,3600,None,800.0,34000.0,HD
89738,2.0,Q,3600,None,None,None,HD
89739,None,Q,3000 3600,NONE,None,None,HD
89813,3.0,Q,3600,NONE,None,None,HD
89911,1.0,Q,3600,None,618.0,11121.0,HD
91696,2.0,Q,3600,SOLAR,738.0,None,HD
91913,1.0,Q,3600,NONE,None,None,HD
91974,None,Q,3600,None,None,None,HD
92096,2.0,Q,3000,None,1400.0,None,HD
94399,3.0,Q,3600,None,1000.0,None,HD
94574,1.0,Q,3600,None,None,None,HD
97026,1.0,Q,3600,None,None,None,HD
98479,None,B,3600,None,None,None,HD
98480,None,B,3600,None,None,None,HD
98481,None,B,3600,None,None,None,HD
98522,3.0,Q,3600,None,None,None,HD
98710,2.0,Q,3600,None,None,None,HD
98712,2.0,Q,3600,None,None,None,HD
99439,None,B,3600,None,None,None,HD
99695,2.0,Q,3600,NONE,None,None,HD
100391,None,B,3600,NONE,None,None,HD
100392,None,T,3600,None,None,None,HD
100405,None,Q,3600,NONE,None,None,HD
100406,None,Q,3600,NONE,None,None,HD
100443,3.0,Q,3600,None,None,None,HD
100444,2.0,Q,3600,None,None,None,HD
102522,None,B,3600,None,None,None,HD
102523,None,Q,3600,None,None,None,HD
102524,None,T,3600,None,None,None,HD
103895,1.0,Q,3600,NONE,390.0,33350.0,HD
104021,2.0,Q,3600,NONE,1200.0,33000.0,HD
104425,None,T,3600,None,None,None,HD
104426,None,Q,3600,None,None,None,HD
104492,2.0,Q,3600,None,None,None,HD
104829,None,Q,3600,None,None,None,HD
105075,2.0,Q,3600,None,None,None,HD
105517,4.0,Q,3600,None,1359.0,None,HD
105568,None,T,3600,None,None,None,HD
116746,2.0,Q,3600,WASTEWATER,200.0,35385.0,HD
117015,2.0,Q,3600,LANDFILL,None,None,HD
117234,1.0,Q,3600,NONE,None,None,HD
117451,1.0,Q,3600,None,None,None,HD
117871,4.0,Q,3600,LANDFILL,1000.0,None,MD
118326,1.0,Q,3600,None,None,None,HD
118517,1.0,Q,3600,None,None,None,HD
121624,None,Q,3600,None,None,None,HD
121668,None,Q,3600,None,2500.0,100092.0,HD
121669,None,Q,3600,None,2500.0,100092.0,HD
121859,None,Q,3600,None,None,None,HD
122176,None,Q,3600,None,None,None,HD
122627,None,T,3600,None,None,None,HD
122986,1.0,Q,3600,None,None,None,HD
122987,1.0,Q,3600,None,None,None,HD
123650,None,T,3600,None,None,None,HD
123710,None,T,3600,None,None,None,HD
123711,None,T,3600,None,None,None,HD
123712,None,T,3600,None,None,None,HD
123713,None,T,3600,None,None,None,HD
123714,None,T,3600,None,None,None,HD
123715,None,T,3600,None,None,None,HD
123716,None,T,3600,None,None,None,HD
123717,None,T,3600,None,None,None,HD
123718,None,T,3600,None,None,None,HD
123719,None,T,3600,None,None,None,HD
123720,None,T,3600,None,None,None,HD
123721,None,T,3600,None,None,None,HD
123722,None,T,3600,None,None,None,HD
123723,None,T,3600,None,None,None,HD
123724,None,T,3600,None,None,None,HD
123725,None,T,3600,None,None,None,HD
123726,None,T,3600,None,None,None,HD
123727,None,T,3600,None,None,None,HD
123728,None,T,3600,None,None,None,HD
123729,None,T,3600,None,None,None,HD
123730,None,T,3600,None,None,None,HD
123731,None,T,3600,None,None,None,HD
123732,None,T,3600,None,None,None,HD
123733,None,T,3600,None,None,None,HD
123734,None,T,3600,None,None,None,HD
123735,None,T,3600,None,None,None,HD
123736,None,T,3600,None,None,None,HD
123771,None,T,3600,None,None,None,HD
124245,1.0,Q,3600,None,None,None,HD
124553,1.0,Q,3600,None,None,60000.0,HD
124687,None,T,3600,None,None,None,HD
124688,None,T,3600,None,None,None,HD
135483,1.0,Q,3600,NONE,1600.0,66000.0,HD
139995,2.0,Q,3600,None,None,None,HD
139996,None,None,None,None,None,None,HD
139997,None,None,None,None,None,None,HD
142047,None,T,3600,None,None,None,HD
146957,1.0,Q,3600,NONE,1000.0,33000.0,HD
151884,12.0,T,3600,None,100.0,31065.0,HD
151885,2.0,B,3600,None,None,None,HD
151886,12.0,T,3600,None,None,None,HD
151887,2.0,Q,3600,None,None,None,HD
151888,2.0,Q,3600,None,None,None,HD
151889,2.0,Q,3600,None,None,None,HD
151893,2.0,Q,3600,None,None,None,HD
151894,2.0,Q,3600,None,None,None,HD
152056,None,B,3600,None,None,None,HD
152057,None,B,3600,None,None,None,HD
152058,None,B,3600,None,None,None,HD
152059,None,B,3600,None,None,None,HD
152060,None,B,3600,None,None,None,HD
152061,None,B,3600,None,None,None,HD
152063,None,B,3600,None,None,None,HD
152064,None,B,3600,None,None,None,HD
152065,None,B,3600,None,None,None,HD
152066,None,B,3600,None,None,None,HD
152067,None,B,3600,None,None,None,HD
152068,None,B,3600,None,None,None,HD
152519,40.0,T,3600,NONE,None,None,MD
152520,None,T,3600,None,None,None,MD
153747,3.0,Q,3600,NONE,None,None,HD
153957,None,B,3600,NONE,None,None,HD
154291,None,T,3600,SOLAR,None,None,HD
154292,None,T,3600,None,None,None,HD
154472,None,T,3600,None,None,None,HD
154550,None,None,None,None,None,None,HD
154568,None,None,None,None,None,None,HD
154569,None,None,None,None,None,None,HD
155411,4.0,Q,3600,None,None,None,HD
155590,4.0,Q,3600,None,625.0,None,HD
156339,2.0,Q,3600,LANDFILL,1000.0,None,HD
156392,None,B,3600,None,None,None,HD
163415,4.0,B,3600,SOLAR,771.0,None,HD
163504,16.0,T,3600,WASTEWATER,None,None,HD
163532,24.0,T,3600,NONE,None,None,HD
164218,None,T,3600,None,None,None,HD
164401,None,T,None,None,None,None,HD
164592,None,T,3600,None,None,None,LD
164593,None,T,3000 3600,None,None,None,HD
165100,2.0,Q,3600,None,3200.0,53000.0,HD
166889,None,Q,3600,None,None,None,HD
167132,None,None,None,None,None,None,HD
167574,None,Q,3600,None,None,None,HD
167579,None,Q,3600,None,None,None,HD
167602,None,Q,3600,None,None,None,HD
167603,None,Q,3600,None,None,None,HD
167604,None,Q,3600,None,None,None,HD
167605,None,Q,3600,None,None,None,HD
167606,None,Q,3600,None,None,None,HD
167656,None,Q,3600,None,None,None,HD
167657,None,Q,3600,None,None,None,HD
167658,None,Q,3600,None,None,None,HD
167659,None,Q,3600,None,None,None,HD
167660,None,Q,3600,None,None,None,HD
169548,1.0,Q,3600,NONE,None,None,HD
183792,2.0,B,3600,NONE,250.0,None,HD
187475,None,T,3600,None,None,None,HD
187476,None,T,3600,None,None,None,HD
187477,None,T,3600,None,None,None,HD
187478,None,T,3600,None,None,None,HD
187479,None,T,3600,None,None,None,HD
187480,None,T,3600,None,None,None,HD
187841,None,Q,3600,None,None,None,HD
187848,None,Q,3600,None,None,None,HD
188087,12.0,T,3600,NONE,None,None,MD
189034,None,T,3600,None,None,None,HD
190038,2.0,B,3600,None,975.0,36000.0,HD
191596,None,B,3600,NONE,None,None,None
191692,1.0,Q,3600,None,None,None,MD
194952,None,None,None,None,None,None,HD
196516,None,T,3600,None,None,None,HD
205424,8.0,B,3600,None,75.0,36942.0,HD
211754,3.0,B,3600,None,None,None,HD
213510,2.0,Q,3600,None,215.0,36600.0,HD
217236,4.0,Q,3600,NONE,None,None,HD
219843,80.0,B,3000 3600,None,None,None,HD
222022,1.0,Q,None,None,None,None,HD
227756,34.0,T,2400,NONE,None,None,HD
251711,None,None,None,NONE,None,None,HD
252683,5.0,Q,2400,LANDFILL,12.0,460.0,HD
254155,2.0,Q,3600,LIVESTOCK,None,None,HD
